action,boro,building,camis,critical_flag,cuisine_description,dba,grade,grade_date,inspection_date,inspection_type,phone,record_date,score,street,violation_code,violation_description,zipcode
Violations were cited in the following area(s).,MANHATTAN,11-13,50011198,Critical,Chinese,NEW CHINATOWN RESTAURANT,A,2017-03-03T00:00:00.000,2017-03-03T00:00:00.000,Cycle Inspection / Initial Inspection,2126712408,2018-03-26T06:00:56.000,12,AVENUE D,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,10009
Violations were cited in the following area(s).,MANHATTAN,59,50005527,Not Critical,Japanese,CHO-KO RESTAURANT,,,2015-09-29T00:00:00.000,Cycle Inspection / Initial Inspection,2123880885,2018-03-26T06:00:56.000,48,1ST AVE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,10003
Violations were cited in the following area(s).,BROOKLYN,843,50070506,Critical,Caribbean,LEMON GRASS JAMAICAN CUISINE,,,2017-12-28T00:00:00.000,Pre-permit (Operational) / Initial Inspection,7189532270,2018-03-26T06:00:56.000,25,FRANKLIN AVE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11225
Violations were cited in the following area(s).,BROOKLYN,61,41374876,Critical,Russian,CEMI CAFE,,,2014-10-15T00:00:00.000,Cycle Inspection / Initial Inspection,3477506960,2018-03-26T06:00:56.000,22,CHURCH AVENUE,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11218
Violations were cited in the following area(s).,MANHATTAN,1498,41299922,Critical,"Ice Cream, Gelato, Yogurt, Ices",SEDUTTO,A,2016-10-11T00:00:00.000,2016-10-11T00:00:00.000,Cycle Inspection / Initial Inspection,2128799557,2018-03-26T06:00:56.000,12,1 AVENUE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,10075
Violations were cited in the following area(s).,STATEN ISLAND,1233,50039305,Critical,Italian,BIN 5,Z,2018-03-14T00:00:00.000,2018-03-14T00:00:00.000,Cycle Inspection / Re-inspection,7183094224,2018-03-26T06:00:56.000,27,BAY ST,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10305
Violations were cited in the following area(s).,BROOKLYN,4823,41111038,Critical,Bakery,COLOMBIAN RESTAURANT & BAKERY,,,2015-05-12T00:00:00.000,Cycle Inspection / Initial Inspection,7184921485,2018-03-26T06:00:56.000,28,4 AVENUE,04M,Live roaches present in facility's food and/or non-food areas.,11220
Violations were cited in the following area(s).,BROOKLYN,435,41577737,Critical,CafÃ©/Coffee/Tea,COULEUR CAFE,,,2015-03-02T00:00:00.000,Cycle Inspection / Initial Inspection,7187886600,2018-03-26T06:00:56.000,37,7 AVENUE,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11215
Violations were cited in the following area(s).,MANHATTAN,231,50069393,Not Applicable,Italian,SPAGHETTI INCIDENT PASTA SHOP,,,2017-09-08T00:00:00.000,Smoke-Free Air Act / Initial Inspection,6468910150,2018-03-26T06:00:56.000,,ELDRIDGE ST,15F,,10002
Violations were cited in the following area(s).,MANHATTAN,401,50001842,Critical,Asian,AMAZE,,,2016-11-02T00:00:00.000,Cycle Inspection / Initial Inspection,2126888808,2018-03-26T06:00:56.000,19,EAST 58 STREET,04M,Live roaches present in facility's food and/or non-food areas.,10022
Violations were cited in the following area(s).,STATEN ISLAND,4371,41394230,Critical,Japanese,EAST SUSHI,A,2016-12-20T00:00:00.000,2016-12-20T00:00:00.000,Cycle Inspection / Initial Inspection,7189668888,2018-03-26T06:00:56.000,13,AMBOY ROAD,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,10312
Violations were cited in the following area(s).,MANHATTAN,10,50045771,Critical,American,ASCENT LOUNGE,A,2016-11-02T00:00:00.000,2016-11-02T00:00:00.000,Pre-permit (Operational) / Initial Inspection,2128239770,2018-03-26T06:00:56.000,12,COLUMBUS CIR,04A,Food Protection Certificate not held by supervisor of food operations.,10019
Violations were cited in the following area(s).,BRONX,4268,50050930,Not Critical,Indian,INDIAN CURRY SPOT NY,A,2018-02-08T00:00:00.000,2018-02-08T00:00:00.000,Cycle Inspection / Initial Inspection,7187085900,2018-03-26T06:00:56.000,8,KATONAH AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10470
Violations were cited in the following area(s).,QUEENS,10906,41710594,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",LA MORENITA ECUATORIANA RESTAURANT,A,2014-12-23T00:00:00.000,2014-12-23T00:00:00.000,Cycle Inspection / Re-inspection,7186992797,2018-03-26T06:00:56.000,12,CORONA AVENUE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11368
Violations were cited in the following area(s).,BROOKLYN,6,50045658,Critical,Chicken,CROWN FRIED CHICKEN,,,2016-10-03T00:00:00.000,Cycle Inspection / Initial Inspection,7184677771,2018-03-26T06:00:56.000,18,SUTTER AVE,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11212
Violations were cited in the following area(s).,QUEENS,13511,40995563,Critical,Caribbean,LEGEND COOKHOUSE,C,2016-10-13T00:00:00.000,2016-10-13T00:00:00.000,Cycle Inspection / Re-inspection,7188484444,2018-03-26T06:00:56.000,36,ROCKAWAY BOULEVARD,02B,Hot food item not held at or above 140Âº F.,11420
No violations were recorded at the time of this inspection.,MANHATTAN,20,41426077,Not Applicable,Pizza,GEORGIO'S PIZZERIA,,,2017-10-24T00:00:00.000,Administrative Miscellaneous / Initial Inspection,2123616160,2018-03-26T06:00:56.000,,BEAVER STREET,,,10004
Violations were cited in the following area(s).,MANHATTAN,17,41560911,Critical,Turkish,ANTALIA TURKISH CUISINE,,,2016-09-07T00:00:00.000,Cycle Inspection / Initial Inspection,2122213333,2018-03-26T06:00:56.000,52,WEST   45 STREET,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,10036
Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,QUEENS,6355,50066229,Not Critical,Thai,UTHAI,,,2017-09-29T00:00:00.000,Pre-permit (Operational) / Initial Inspection,7188971575,2018-03-26T06:00:56.000,64,WETHEROLE ST,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11374
No violations were recorded at the time of this inspection.,MANHATTAN,61,41704391,Not Applicable,Chinese,NEW MANDARIN COURT,,,2018-01-02T00:00:00.000,Administrative Miscellaneous / Re-inspection,2126083838,2018-03-26T06:00:56.000,,MOTT STREET,,,10013
Violations were cited in the following area(s).,QUEENS,8532,50011155,Not Critical,Thai,TOMMY THAI,,,2015-03-19T00:00:00.000,Cycle Inspection / Initial Inspection,7186144334,2018-03-26T06:00:56.000,9,GRAND AVE,09B,Thawing procedures improper.,11373
Violations were cited in the following area(s).,BRONX,3835,50047802,Not Critical,Indian,AGRA GRILL,A,2017-06-06T00:00:00.000,2017-06-06T00:00:00.000,Cycle Inspection / Re-inspection,3473465228,2018-03-26T06:00:56.000,9,WHITE PLAINS RD,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10467
Violations were cited in the following area(s).,BROOKLYN,1500,41510896,Not Critical,American,PAERDEGAT ATHLETIC CLUB,A,2015-10-13T00:00:00.000,2015-10-13T00:00:00.000,Cycle Inspection / Initial Inspection,7182091010,2018-03-26T06:00:56.000,10,PAERDEGAT AVENUE NORTH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11236
Violations were cited in the following area(s).,QUEENS,13110,41472626,Not Critical,Hamburgers,BURGER KING,A,2015-03-24T00:00:00.000,2015-03-24T00:00:00.000,Cycle Inspection / Initial Inspection,7184410925,2018-03-26T06:00:56.000,13,HILLSIDE AVENUE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11418
Violations were cited in the following area(s).,MANHATTAN,107,50006614,Not Critical,Spanish,HUERTAS,,,2016-12-27T00:00:00.000,Cycle Inspection / Initial Inspection,2122284490,2018-03-26T06:00:56.000,6,1ST AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10003
Violations were cited in the following area(s).,MANHATTAN,30,41524890,Critical,Bakery,LITTLE CUPCAKE BAKE SHOP,A,2015-03-20T00:00:00.000,2015-03-20T00:00:00.000,Cycle Inspection / Initial Inspection,2129419100,2018-03-26T06:00:56.000,12,PRINCE STREET,04M,Live roaches present in facility's food and/or non-food areas.,10012
Violations were cited in the following area(s).,MANHATTAN,2085,50004411,Not Critical,Sandwiches,SUBWAY,A,2014-11-18T00:00:00.000,2014-11-18T00:00:00.000,Cycle Inspection / Re-inspection,2127228900,2018-03-26T06:00:56.000,6,LEXINGTON AVE,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,10035
Violations were cited in the following area(s).,BROOKLYN,261,50012117,Not Critical,Pizza,ROBERTA'S PIZZA & BAKERY,A,2016-03-21T00:00:00.000,2016-03-21T00:00:00.000,Cycle Inspection / Re-inspection,7184171118,2018-03-26T06:00:56.000,13,MOORE ST,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11206
Establishment re-closed by DOHMH,QUEENS,7406,50060968,Critical,Indian,NEPALI BHANCHHA GHAR,,,2017-10-17T00:00:00.000,Cycle Inspection / Reopening Inspection,3477614223,2018-03-26T06:00:56.000,12,37TH RD,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11372
Violations were cited in the following area(s).,MANHATTAN,130,50060020,Critical,Indian,CURRY EXPRESS NY,,,2017-10-30T00:00:00.000,Cycle Inspection / Initial Inspection,9173303355,2018-03-26T06:00:56.000,13,E 29TH ST,02B,Hot food item not held at or above 140Âº F.,10016
Violations were cited in the following area(s).,MANHATTAN,286,41298537,Not Critical,Bagels/Pretzels,BROOKLYN BAGEL & COFFEE COMPANY,A,2016-02-22T00:00:00.000,2016-02-22T00:00:00.000,Cycle Inspection / Initial Inspection,2129242824,2018-03-26T06:00:56.000,9,8 AVENUE,09C,Food contact surface not properly maintained.,10001
Violations were cited in the following area(s).,STATEN ISLAND,240,41266866,Not Critical,CafÃ©/Coffee/Tea,E SQUARED CAFE,A,2016-06-03T00:00:00.000,2016-06-03T00:00:00.000,Cycle Inspection / Initial Inspection,7182270327,2018-03-26T06:00:56.000,10,PAGE AVENUE,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",10307
Violations were cited in the following area(s).,MANHATTAN,1102,40814139,Not Critical,CafÃ©/Coffee/Tea,STARBUCKS,A,2017-07-13T00:00:00.000,2017-07-13T00:00:00.000,Cycle Inspection / Initial Inspection,2126889118,2018-03-26T06:00:56.000,9,1 AVENUE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,10065
Violations were cited in the following area(s).,MANHATTAN,274,41600159,Critical,Hamburgers,JUMBO'S HAMBURGERS,C,2016-04-29T00:00:00.000,2016-04-29T00:00:00.000,Cycle Inspection / Re-inspection,2124915444,2018-03-26T06:00:56.000,43,WEST  145 STREET,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,10039
Violations were cited in the following area(s).,MANHATTAN,326,50066022,Critical,Japanese,SOUEN,,,2017-08-01T00:00:00.000,Pre-permit (Operational) / Initial Inspection,2123881155,2018-03-26T06:00:56.000,78,E 6TH ST,05C,Food contact surface improperly constructed or located. Unacceptable material used.,10003
Violations were cited in the following area(s).,BROOKLYN,63,50049403,Critical,CafÃ©/Coffee/Tea,KINGS COUNTY DISTILLERY,A,2016-09-27T00:00:00.000,2016-09-27T00:00:00.000,Pre-permit (Operational) / Initial Inspection,3476894180,2018-03-26T06:00:56.000,12,FLUSHING AVE,04A,Food Protection Certificate not held by supervisor of food operations.,11205
Violations were cited in the following area(s).,MANHATTAN,14,40997838,Critical,American,CAFE METRO,,,2016-09-26T00:00:00.000,Cycle Inspection / Initial Inspection,2126973700,2018-03-26T06:00:56.000,29,EAST   42 STREET,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10017
Violations were cited in the following area(s).,BROOKLYN,5912,50005741,Critical,Chinese,MOON & FLOWER HOUSE,,,2015-11-12T00:00:00.000,Cycle Inspection / Initial Inspection,7187650020,2018-03-26T06:00:56.000,22,7TH AVE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11220
Violations were cited in the following area(s).,QUEENS,9527,40909425,Critical,Mexican,PUEBLA SEAFOOD,A,2015-03-04T00:00:00.000,2015-03-04T00:00:00.000,Cycle Inspection / Re-inspection,7186723556,2018-03-26T06:00:56.000,11,ROOSEVELT AVENUE,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,11372
Violations were cited in the following area(s).,MANHATTAN,1411,40680918,Critical,American,ELI'S TABLE,A,2016-06-08T00:00:00.000,2016-06-08T00:00:00.000,Cycle Inspection / Re-inspection,2127179798,2018-03-26T06:00:56.000,10,3 AVENUE,06F,Wiping cloths soiled or not stored in sanitizing solution.,10028
Violations were cited in the following area(s).,QUEENS,9010,40756403,Not Critical,American,LAGUARDIA COURTYARD HOTEL BY MARRIOTT,,,2015-08-10T00:00:00.000,Administrative Miscellaneous / Re-inspection,7184464800,2018-03-26T06:00:56.000,,GRAND CENTRAL PARKWAY,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",11369
Violations were cited in the following area(s).,MANHATTAN,325,41024190,Critical,Pizza,CROCODILE LOUNGE,,,2014-08-15T00:00:00.000,Cycle Inspection / Initial Inspection,2124777747,2018-03-26T06:00:56.000,29,EAST   14 STREET,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10003
Violations were cited in the following area(s).,BROOKLYN,67,41377598,Critical,Mexican,L.A. BURRITO,,,2015-06-29T00:00:00.000,Cycle Inspection / Initial Inspection,7183814740,2018-03-26T06:00:56.000,35,WILSON AVENUE,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,11237
Violations were cited in the following area(s).,BRONX,2456,50058434,Critical,Pizza,NORA PIZZA,,,2017-11-30T00:00:00.000,Cycle Inspection / Initial Inspection,7186760500,2018-03-26T06:00:56.000,45,EASTCHESTER RD,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10469
Violations were cited in the following area(s).,QUEENS,5627,41293435,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",EMPANADAS CAFE,,,2016-04-07T00:00:00.000,Administrative Miscellaneous / Initial Inspection,7185927288,2018-03-26T06:00:56.000,,VAN DOREN STREET,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",11368
Violations were cited in the following area(s).,MANHATTAN,4959,41503575,Critical,Thai,YUMMY THAI,,,2016-10-24T00:00:00.000,Cycle Inspection / Initial Inspection,9175290811,2018-03-26T06:00:56.000,42,BROADWAY,04M,Live roaches present in facility's food and/or non-food areas.,10034
Violations were cited in the following area(s).,QUEENS,94-54A,50009070,Not Critical,Bakery,MARY'S DOMINICAN CAKE,,,2016-08-13T00:00:00.000,Cycle Inspection / Initial Inspection,7185924055,2018-03-26T06:00:56.000,15,CORONA AVENUE,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,11368
Violations were cited in the following area(s).,BROOKLYN,1772,40866297,Not Critical,Pizza,DOMINO'S,A,2018-03-15T00:00:00.000,2018-03-15T00:00:00.000,Cycle Inspection / Initial Inspection,7187637007,2018-03-26T06:00:56.000,12,RALPH AVENUE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11236
Violations were cited in the following area(s).,MANHATTAN,29,41706074,Not Critical,Chinese,MEI YU SPRING RESTAURANT,A,2015-06-12T00:00:00.000,2015-06-12T00:00:00.000,Cycle Inspection / Re-inspection,2127661777,2018-03-26T06:00:56.000,7,CATHERINE STREET,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10038
Violations were cited in the following area(s).,MANHATTAN,40,50018117,Critical,Pizza,NEAPOLITAN EXPRESS,,,2015-04-14T00:00:00.000,Pre-permit (Operational) / Initial Inspection,6469186169,2018-03-26T06:00:56.000,34,WALL ST,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,10005
Violations were cited in the following area(s).,MANHATTAN,120,40396574,Critical,Italian,MONTEBELLO RESTAURANT,B,2016-07-12T00:00:00.000,2016-07-12T00:00:00.000,Cycle Inspection / Re-inspection,2127531447,2018-03-26T06:00:56.000,17,EAST   56 STREET,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,10022
Violations were cited in the following area(s).,MANHATTAN,2247,41337804,Not Critical,American,JUST LORRAINE'S PLACE,A,2017-04-20T00:00:00.000,2017-04-20T00:00:00.000,Cycle Inspection / Re-inspection,2122340720,2018-03-26T06:00:56.000,12,ADAM CLAYTON POWELL BOULEVARD,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,10027
Violations were cited in the following area(s).,BROOKLYN,226,50047637,Not Critical,Korean,HANKI,,,2016-04-26T00:00:00.000,Pre-permit (Non-operational) / Initial Inspection,9177978206,2018-03-26T06:00:56.000,2,7TH AVE,10H,Proper sanitization not provided for utensil ware washing operation.,11215
Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,BROOKLYN,1675,50017221,Not Critical,Jewish/Kosher,FALAFEL OFF THE CORNER,,,2017-05-11T00:00:00.000,Administrative Miscellaneous / Initial Inspection,7186274122,2018-03-26T06:00:56.000,,E 2ND ST,22E,ROP processing equipment not approved by DOHMH.,11223
Violations were cited in the following area(s).,BROOKLYN,3118,41278885,Critical,Japanese,SAKURA JAPANESE RESTAURANT 3118,,,2017-05-30T00:00:00.000,Cycle Inspection / Initial Inspection,7186460666,2018-03-26T06:00:56.000,14,AVENUE U,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,11229
Violations were cited in the following area(s).,MANHATTAN,387,50038684,Critical,American,HARLEM HOOKAH,,,2017-12-21T00:00:00.000,Cycle Inspection / Initial Inspection,6469129905,2018-03-26T06:00:56.000,26,LENOX AVE,02B,Hot food item not held at or above 140Âº F.,10027
Violations were cited in the following area(s).,MANHATTAN,3910,41721673,Not Critical,American,CRAZY ANNIE'S,,,2017-12-12T00:00:00.000,Cycle Inspection / Initial Inspection,6053766146,2018-03-26T06:00:56.000,23,BROADWAY,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,10032
Violations were cited in the following area(s).,MANHATTAN,405,41345732,Critical,CafÃ©/Coffee/Tea,JOE: THE ART OF COFFEE,,,2016-01-15T00:00:00.000,Cycle Inspection / Initial Inspection,2122060669,2018-03-26T06:00:56.000,17,WEST   23 STREET,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10011
Violations were cited in the following area(s).,QUEENS,2217,50003283,Not Critical,Chinese,8 DRAGON & PHOENIX CHINESE RESTAURANT,A,2017-05-18T00:00:00.000,2017-05-18T00:00:00.000,Cycle Inspection / Initial Inspection,7185452228,2018-03-26T06:00:56.000,10,31ST ST,09B,Thawing procedures improper.,11105
Violations were cited in the following area(s).,MANHATTAN,148,50035739,Not Critical,American,BEC,A,2017-09-29T00:00:00.000,2017-09-29T00:00:00.000,Cycle Inspection / Initial Inspection,2126338020,2018-03-26T06:00:56.000,12,8TH AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10011
Violations were cited in the following area(s).,MANHATTAN,1321,40524920,Critical,Delicatessen,FOOD MART DELI,A,2017-05-16T00:00:00.000,2017-05-16T00:00:00.000,Cycle Inspection / Re-inspection,2127378203,2018-03-26T06:00:56.000,8,YORK AVENUE,02B,Hot food item not held at or above 140Âº F.,10021
Violations were cited in the following area(s).,BROOKLYN,2939,50014973,Not Critical,American,PARK VIEW DINER,,,2017-04-13T00:00:00.000,Cycle Inspection / Initial Inspection,7183339400,2018-03-26T06:00:56.000,39,CROPSEY AVE,10H,Proper sanitization not provided for utensil ware washing operation.,11214
Violations were cited in the following area(s).,MANHATTAN,283,40703670,Not Critical,Indian,GHANDI CAFE,,,2016-03-14T00:00:00.000,Cycle Inspection / Initial Inspection,2126451456,2018-03-26T06:00:56.000,16,BLEECKER STREET,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,10014
Violations were cited in the following area(s).,BROOKLYN,2311,50063745,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",CACHAPA'S BROOKLYN,,,2017-10-20T00:00:00.000,Cycle Inspection / Initial Inspection,7184844715,2018-03-26T06:00:56.000,40,PITKIN AVE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11207
Violations were cited in the following area(s).,QUEENS,3710,41007054,Not Critical,American,PINE RESTAURANT,,,2015-10-08T00:00:00.000,Cycle Inspection / Initial Inspection,7186721200,2018-03-26T06:00:56.000,14,114 STREET,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,11368
Violations were cited in the following area(s).,QUEENS,41-26,50002292,Critical,French,THE BARONESS BAR,,,2016-08-31T00:00:00.000,Cycle Inspection / Initial Inspection,7187845065,2018-03-26T06:00:56.000,21,CRESCENT STREET,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11101
Violations were cited in the following area(s).,BROOKLYN,372,50018060,Not Critical,Asian,THE MARKET,,,2016-10-21T00:00:00.000,Cycle Inspection / Initial Inspection,3479873692,2018-03-26T06:00:56.000,17,LAFAYETTE AVE,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,11238
Violations were cited in the following area(s).,QUEENS,10403,40721162,Critical,Delicatessen,CONTINENTAL LUNCHEONETTE & DELI,A,2016-10-31T00:00:00.000,2016-10-31T00:00:00.000,Cycle Inspection / Re-inspection,7185208336,2018-03-26T06:00:56.000,10,METROPOLITAN AVENUE,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11375
Violations were cited in the following area(s).,BROOKLYN,187,50003178,Critical,Mexican,SOFIA MEXICAN RESTAURANT,,,2014-10-22T00:00:00.000,Cycle Inspection / Initial Inspection,3476662592,2018-03-26T06:00:56.000,32,SUYDAM ST,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11221
Violations were cited in the following area(s).,BROOKLYN,73,41619116,Not Critical,Mexican,PEDRO'S MEXICAN BAR & RESTAURANT,A,2015-12-29T00:00:00.000,2015-12-29T00:00:00.000,Cycle Inspection / Re-inspection,7187972851,2018-03-26T06:00:56.000,11,JAY STREET,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,11201
Violations were cited in the following area(s).,QUEENS,6059,41529756,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",CHIQUITA'S RESTAURANT,A,2017-02-16T00:00:00.000,2017-02-16T00:00:00.000,Cycle Inspection / Initial Inspection,7183860500,2018-03-26T06:00:56.000,5,MYRTLE AVENUE,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11385
Violations were cited in the following area(s).,BROOKLYN,3922,50066982,Not Critical,Mexican,39 FOOD ISLAND,,,2017-07-26T00:00:00.000,Administrative Miscellaneous / Initial Inspection,7188510880,2018-03-26T06:00:56.000,,9TH AVE,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",11232
Violations were cited in the following area(s).,MANHATTAN,2361,50038914,Not Critical,American,HARLEM NIGHTS,A,2016-01-12T00:00:00.000,2016-01-12T00:00:00.000,Pre-permit (Operational) / Initial Inspection,4136950608,2018-03-26T06:00:56.000,11,7TH AVE,10H,Proper sanitization not provided for utensil ware washing operation.,10030
Violations were cited in the following area(s).,BROOKLYN,292,50008725,Not Critical,Chinese,M SHANGHAI,,,2017-08-30T00:00:00.000,Cycle Inspection / Initial Inspection,7183849300,2018-03-26T06:00:56.000,11,GRAND ST,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11211
Violations were cited in the following area(s).,BROOKLYN,452,50004563,Critical,Indian,KANAN INDIAN RESTAURANT,,,2016-02-22T00:00:00.000,Cycle Inspection / Initial Inspection,7183693777,2018-03-26T06:00:56.000,10,3RD AVE,04A,Food Protection Certificate not held by supervisor of food operations.,11215
Violations were cited in the following area(s).,MANHATTAN,0,41299813,Critical,American,AU BON PAIN,B,2015-03-24T00:00:00.000,2015-03-24T00:00:00.000,Cycle Inspection / Re-inspection,2129675276,2018-03-26T06:00:56.000,19,PENN STATION,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001
Violations were cited in the following area(s).,QUEENS,16130,41720316,Critical,Chinese,EAST MEETS WEST CHINESE RESTAURANT,,,2016-12-22T00:00:00.000,Cycle Inspection / Initial Inspection,7183230600,2018-03-26T06:00:56.000,16,CROSS BAY BOULEVARD,06F,Wiping cloths soiled or not stored in sanitizing solution.,11414
Violations were cited in the following area(s).,MANHATTAN,44,50056153,Critical,American,The Empire Rooftop,,,2016-11-01T00:00:00.000,Pre-permit (Operational) / Initial Inspection,2122652600,2018-03-26T06:00:56.000,38,W 63RD ST,05C,Food contact surface improperly constructed or located. Unacceptable material used.,10023
Violations were cited in the following area(s).,MANHATTAN,569,40391002,Critical,Bagels/Pretzels,DANIEL'S BAGEL,,,2018-02-26T00:00:00.000,Cycle Inspection / Initial Inspection,2129729733,2018-03-26T06:00:56.000,24,THIRD AVENUE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,10016
Violations were cited in the following area(s).,BROOKLYN,595,41327047,Critical,Jewish/Kosher,GOLDEN RING,,,2016-05-10T00:00:00.000,Cycle Inspection / Initial Inspection,7183846577,2018-03-26T06:00:56.000,47,BEDFORD AVENUE,06F,Wiping cloths soiled or not stored in sanitizing solution.,11211
