agency,agency_name,brief_description,call_resolution,date,date_time,inquiry_name,time,unique_id
NYPD,New York City Police Department,Report of illegal dumping  in progress. Requires immediate transfer to 911.,Hot Transfer 911,2013-01-24T00:00:00.000,2013-01-24T16:57:57.000,Illegal Dumping - In Progress,4:57:57 PM,90494255
DOE,Department of Education,"Complaint or compliment about the Department of Education or a public school teacher, principal, or other staff member.",Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T17:01:53.000,Department of Education Worker or Agency Complaint or Compliment,5:01:53 PM,90494256
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T16:47:48.000,No Hot Water Complaint - Residential Building - From Tenant,4:47:48 PM,90494257
HPD,Department of Housing Preservation and Development,Assistance with NYC Housing Recovery program registration.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:59:35.000,NYC Housing Recovery - Registrant Assistance,4:59:35 PM,90494258
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T17:15:07.000,Heat Complaint - Residential Building - Inadequate Heat,5:15:07 PM,90494259
DOF,Department of Finance,Status of a parking ticket. Must know ticket or license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T17:20:17.000,Parking Ticket Lookup - Ticket or Plate Number Known,5:20:17 PM,90494260
DOF,Department of Finance,Fight a parking ticket online.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:26:48.000,Fight a Parking Ticket - Online,5:26:48 PM,90494261
DOF,Department of Finance,Fight a parking ticket in person.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:27:55.000,Fight a Parking Ticket - In Person,5:27:55 PM,90494262
DOF,Department of Finance,Form to request review of a SCRIE denial or revocation.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T17:03:35.000,SCRIE - Appeal a Denial or Revocation,5:03:35 PM,90494263
HRA,Human Resources Administration,Assistance with heating bills through the Home Energy Assistance Program.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T17:07:01.000,HEAP,5:07:01 PM,90494264
MTA,Metropolitan Transportation Authority,Information or complaint about City buses and subways.,Referral,2013-01-24T00:00:00.000,2013-01-24T17:03:31.000,Bus or Subway - Information and Complaint,5:03:31 PM,90494265
DOE,Department of Education,Homework help for public school students.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T17:04:31.000,Dial-A-Teacher,5:04:31 PM,90494266
DOC,Department of Correction,"Complaint about the City jail system, including threats to inmates.",CSMS SR,2013-01-24T00:00:00.000,2013-01-24T17:06:55.000,Jail System Complaint,5:06:55 PM,90494268
NYPD,New York City Police Department,Report a dangerous situation to 911.,Hot Transfer 911,2013-01-24T00:00:00.000,2013-01-24T17:12:19.000,Dangerous Location or Situation,5:12:19 PM,90494269
DSNY,Department of Sanitation,Request the removal of ice that is not the result of a winter snow or ice storm.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T17:08:35.000,Ice on Roadway - Non-Storm Condition,5:08:35 PM,90494270
NYPD,New York City Police Department,General information about the New York Police Department.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T17:12:25.000,NYPD General Information,5:12:25 PM,90494271
TLC,Taxi and Limousine Commission,Information for a customer who lost an item in a taxi and has the taxi medallion number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T17:29:43.000,Lost Property in a Taxi - Medallion Number Known,5:29:43 PM,90494272
NYPD,New York City Police Department,Locate a person you think is in police custody in Queens.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T17:39:40.000,Arrested Person Location - Queens,5:39:40 PM,90494273
DOT,Department of Transportation,"Report a Muni-Meter that is damaged, not accepting coins, not reading cards, has fast or failed timing, or is not printing receipts.",CSMS SR,2013-01-24T00:00:00.000,2013-01-24T17:41:17.000,Muni-Meter Defective or Damaged,5:41:17 PM,90494274
NYPD,New York City Police Department,"Report any type of harassment, including sexual harassment, cat calling, and voyeurism. Requires immediate transfer to 911.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:14:51.000,Harassment,5:14:51 PM,90494275
DSNY,Department of Sanitation,Information on disposing of a live Christmas tree.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T17:22:05.000,Christmas Tree Collection,5:22:05 PM,90494276
ASPCA,American Society for the Prevention of Cruelty to Animals,Report an abused animal.,Referral,2013-01-24T00:00:00.000,2013-01-24T17:23:03.000,Animal Abuse - Other Boroughs,5:23:03 PM,90494277
3-1-1,3-1-1 Call Center,Hidden service for activity coding.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T17:24:55.000,Division Transfer,5:24:55 PM,90494278
DSNY,Department of Sanitation,Request the removal of ice that is not the result of a winter snow or ice storm.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T17:34:32.000,Ice on Roadway - Non-Storm Condition,5:34:32 PM,90494279
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T17:53:13.000,Service Request Status - General,5:53:13 PM,90494280
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T18:03:50.000,Service Request Status - General,6:03:50 PM,90494281
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T17:28:09.000,No Hot Water Complaint - Residential Building - From Tenant,5:28:09 PM,90494282
HPD,Department of Housing Preservation and Development,"Report from a tenant about no water, low water pressure, scalding hot water, or no hot water in an apartment building.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:33:10.000,Water Complaint - Apartment,5:33:10 PM,90494283
DOF,Department of Finance,Status of a parking ticket. Must know ticket or license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T17:42:47.000,Parking Ticket Lookup - Ticket or Plate Number Known,5:42:47 PM,90494284
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T17:50:42.000,Heat Complaint - Residential Building - Inadequate Heat,5:50:42 PM,90494285
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T17:54:02.000,Heat Complaint - Residential Building - Inadequate Heat,5:54:02 PM,90494286
DEP,Department of Environmental Protection,Report a fire hydrant that is open and running but not at full blast.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T17:52:42.000,Fire Hydrant Running,5:52:42 PM,90494287
DOF,Department of Finance,Location of a vehicle that may have been towed. Must know license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T23:21:48.000,Find a Towed Vehicle - Plate Number Known,11:21:48 PM,90494288
DOF,Department of Finance,How to get back a vehicle towed by a Marshal. Must have Marshal's name.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:26:36.000,Reclaim a Towed Vehicle - Marshal Information Incomplete,11:26:36 PM,90494289
DOF,Department of Finance,Status of a parking ticket. Must know ticket or license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T23:37:10.000,Parking Ticket Lookup - Ticket or Plate Number Known,11:37:10 PM,90494291
DEP,Department of Environmental Protection,Report a water leak on a street or sidewalk.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:40:00.000,Water Leak on Street or Sidewalk,11:40:00 PM,90494292
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T23:24:22.000,Service Request Status - General,11:24:22 PM,90494293
DOF,Department of Finance,Status of a parking ticket. Must know ticket or license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T23:30:34.000,Parking Ticket Lookup - Ticket or Plate Number Known,11:30:34 PM,90494294
DOF,Department of Finance,Status of a parking ticket. Must know ticket or license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T23:34:49.000,Parking Ticket Lookup - Ticket or Plate Number Known,11:34:49 PM,90494295
DOF,Department of Finance,Hidden service for activity coding.,Agency Closed,2013-01-24T00:00:00.000,2013-01-24T23:36:34.000,Division Referral,11:36:34 PM,90494296
NYPD,New York City Police Department,Report a noisy neighbor.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T23:37:34.000,Noise from Neighbor,11:37:34 PM,90494297
SSA,Social Security Administration,"Request for getting, changing or replacing a Social Security card or number.",Referral,2013-01-24T00:00:00.000,2013-01-24T23:52:38.000,Social Security - Card Application or Replacement,11:52:38 PM,90494298
DOF,Department of Finance,Location of a vehicle that may have been towed. Must know license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T23:54:32.000,Find a Towed Vehicle - Plate Number Known,11:54:32 PM,90494299
MTA,Metropolitan Transportation Authority,Information or complaint about City buses and subways.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:42:03.000,Bus or Subway - Information and Complaint,11:42:03 PM,90494300
DOC,Department of Correction,Information about individuals not found in the DOC inmate lookup.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:42:08.000,Inmate Location if Not Found in City Jail Lookup,11:42:08 PM,90494301
DOC,Department of Correction,"Get information on an inmate's location, ID numbers, charges, court date, bail, mailing address, and release date.",Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T23:45:59.000,Inmate Location and Information,11:45:59 PM,90494302
CCHR,Commission on Human Rights,"Report discrimination, including in employment, housing, and public accommodations.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:47:14.000,Discrimination Complaint,11:47:14 PM,90494303
NYCHA,New York City Housing Authority,Complaint that public housing is too cold or overheated.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T23:58:41.000,Heat Complaint in NYCHA Building,11:58:41 PM,90494304
DOF,Department of Finance,Location of a vehicle that may have been towed. Must know license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T23:55:56.000,Find a Towed Vehicle - Plate Number Known,11:55:56 PM,90494305
NYPD,New York City Police Department,Find a precinct or police service area (PSA) for a specific address.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:57:32.000,Find a Police Precinct or PSA by Location,11:57:32 PM,90494306
TLC,Taxi and Limousine Commission,Information for a customer who lost an item in a taxi and has the taxi medallion number.,Routed to Web Page,2013-01-25T00:00:00.000,2013-01-25T00:00:26.000,Lost Property in a Taxi - Medallion Number Known,12:00:26 AM,90494307
FDNY,Fire Department of New York,Find the location of a Firehouse in Queens.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T23:58:52.000,Locate a Firehouse - Queens,11:58:52 PM,90494308
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:07:13.000,Heat Complaint - Residential Building - Inadequate Heat,12:07:13 AM,90494309
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T00:08:16.000,No Hot Water Complaint - Residential Building - From Tenant,12:08:16 AM,90494310
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T00:12:12.000,Heat Complaint - Residential Building - Inadequate Heat,12:12:12 AM,90494311
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:16:28.000,Heat Complaint - Residential Building - Inadequate Heat,12:16:28 AM,90494312
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T00:17:15.000,No Hot Water Complaint - Residential Building - From Tenant,12:17:15 AM,90494313
NYPD,New York City Police Department,"Report of a homeless person who is currently ill, creating a danger to self or others, or outstretched or sleeping in a subway or other Transit District area. Requires immediate transfer to 911.",Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:21:50.000,Homeless Person In Need of Immediate Attention,12:21:50 AM,90494314
DHS,Department of Homeless Services,Report of a homeless person who may need assistance or shelter. Request for a mobile outreach response team.,Transfer to City Agency,2013-01-25T00:00:00.000,2013-01-25T00:23:55.000,Homeless Person Outreach Assistance,12:23:55 AM,90494315
DHS,Department of Homeless Services,Report of a homeless person who may need assistance or shelter. Request for a mobile outreach response team.,Transfer to City Agency,2013-01-25T00:00:00.000,2013-01-25T00:24:03.000,Homeless Person Outreach Assistance,12:24:03 AM,90494316
MTA,Metropolitan Transportation Authority,Information or complaint about City buses and subways.,Referral,2013-01-25T00:00:00.000,2013-01-25T00:24:11.000,Bus or Subway - Information and Complaint,12:24:11 AM,90494317
NYPD,New York City Police Department,"Report of a missing person. Tips about someone who is missing, abducted, or kidnapped. Requires immediate transfer to 911.",Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:26:37.000,Missing Person,12:26:37 AM,90494318
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T00:29:14.000,Heat Complaint - Residential Building - Inadequate Heat,12:29:14 AM,90494320
TLC,Taxi and Limousine Commission,Information for a customer who lost an item in a taxi and has the taxi medallion number.,Routed to Web Page,2013-01-25T00:00:00.000,2013-01-25T00:39:00.000,Lost Property in a Taxi - Medallion Number Known,12:39:00 AM,90494321
NYPD,New York City Police Department,"Report of a homeless person who is currently ill, creating a danger to self or others, or outstretched or sleeping in a subway or other Transit District area. Requires immediate transfer to 911.",Hot Transfer 911,2013-01-25T00:00:00.000,2013-01-25T00:42:13.000,Homeless Person In Need of Immediate Attention,12:42:13 AM,90494322
MTA,Metropolitan Transportation Authority,Information or complaint about City buses and subways.,Referral,2013-01-25T00:00:00.000,2013-01-25T00:54:25.000,Bus or Subway - Information and Complaint,12:54:25 AM,90494323
DOF,Department of Finance,Hidden service for activity coding.,Agency Closed,2013-01-25T00:00:00.000,2013-01-25T00:57:59.000,Division Referral,12:57:59 AM,90494324
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T01:02:46.000,Heat Complaint - Residential Building - Inadequate Heat,1:02:46 AM,90494325
TLC,Taxi and Limousine Commission,Information for a customer who lost an item in a taxi and has the taxi medallion number.,Routed to Web Page,2013-01-25T00:00:00.000,2013-01-25T01:11:11.000,Lost Property in a Taxi - Medallion Number Known,1:11:11 AM,90494326
NYSDOL,NYS Department of Labor,Regulations for the workplace.,Referral,2013-01-25T00:00:00.000,2013-01-25T01:16:07.000,Labor Law Information or Complaint,1:16:07 AM,90494327
DOHMH,Department of Health and Mental Hygiene,Information about disposing of a dead animal on private property.,Information Provided,2013-01-25T00:00:00.000,2013-01-25T01:22:59.000,Dead Animal on Private Property,1:22:59 AM,90494332
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-25T00:00:00.000,2013-01-25T01:25:25.000,Heat Complaint - Residential Building - Inadequate Heat,1:25:25 AM,90494333
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T01:26:02.000,No Hot Water Complaint - Residential Building - From Tenant,1:26:02 AM,90494334
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-25T00:00:00.000,2013-01-25T01:30:19.000,Heat Complaint - Residential Building - Inadequate Heat,1:30:19 AM,90494335
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T01:31:36.000,No Hot Water Complaint - Residential Building - From Tenant,1:31:36 AM,90494336
NYPD,New York City Police Department,Requires immediate transfer to 911.,Hot Transfer 911,2013-01-25T00:00:00.000,2013-01-25T01:38:01.000,Hot Transfer 911,1:38:01 AM,90494337
HHC,Health and Hospitals Corporation,"Location of a New York City public hospital, which can also provide clinic referrals.",Information Provided,2013-01-25T00:00:00.000,2013-01-25T01:43:51.000,Find a Public Hospital,1:43:51 AM,90494338
DOF,Department of Finance,General information about towed vehicles.,Information Provided,2013-01-25T00:00:00.000,2013-01-25T01:48:25.000,Towed Vehicle Information,1:48:25 AM,90494339
DOF,Department of Finance,Survey for property tax purposes for NYC owners to report severe property damage caused by Hurricane Sandy.,CSMS SR,2013-01-25T00:00:00.000,2013-01-25T01:57:47.000,Hurricane Sandy - Property Damage Report to the Department of Finance,1:57:47 AM,90494340
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T02:14:50.000,Heat Complaint - Residential Building - Inadequate Heat,2:14:50 AM,90494341
HPD,Department of Housing Preservation and Development,Report of a housing maintenance problem.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:41:00.000,Landlord Complaint - Maintenance,5:41:00 PM,90494342
NYPD,New York City Police Department,Report of sexual assault. Requires immediate transfer to 911.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:43:02.000,Report Sexual Assault,5:43:02 PM,90494343
DOE,Department of Education,Report of sexual misconduct in a New York City public school.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:43:22.000,Sexual Misconduct - Public School,5:43:22 PM,90494344
NYPD,New York City Police Department,Find a precinct or police service area (PSA) for a specific address.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:47:30.000,Find a Police Precinct or PSA by Location,5:47:30 PM,90494345
SSA,Social Security Administration,"Request for Social Security, Disability, and Supplemental Security Income (SSI) benefits.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:44:00.000,Social Security - Benefits Application and Assistance,5:44:00 PM,90494346
HRA,Human Resources Administration,Eligibility information and job center locations for public assistance. Includes case status.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:45:25.000,Public Assistance or Welfare Information,5:45:25 PM,90494347
DOB,Department of Buildings,Report building construction after-hours or on weekends.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:45:39.000,Building Construction Unauthorized After Hours,5:45:39 PM,90494348
DSNY,Department of Sanitation,"Sticker for outdoor recycling bin explaining metal, glass, and plastic recycling.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T17:52:39.000,Recycling Bin Sticker - Outdoor Blue,5:52:39 PM,90494349
DSNY,Department of Sanitation,Sticker for outdoor recycling bin explaining mixed paper and cardboard recycling.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T17:55:00.000,Recycling Bin Sticker - Outdoor Green,5:55:00 PM,90494350
DV,Mayor's Office to Combat Domestic Violence,"Domestic violence help at a one-stop center for intimate partner violence, elder abuse, or sex trafficking in Queens.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:49:58.000,Family Justice Center - Queens,5:49:58 PM,90494351
CJC,Criminal Justice Coordinator,"Request domestic violence help, including social services and emergency shelter.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:51:16.000,Domestic Violence Hotline - Victims Assistance,5:51:16 PM,90494352
DV,Mayor's Office to Combat Domestic Violence,"Domestic violence help at a one-stop center for intimate partner violence, elder abuse, or sex trafficking in Queens.",Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T17:53:17.000,Family Justice Center - Queens,5:53:17 PM,90494353
3-1-1,3-1-1 Call Center,Request for the phone number or address of a specific person or business.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:53:26.000,Contact Information - Directory Assistance,5:53:26 PM,90494354
NYPD,New York City Police Department,Hidden service for activity coding.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:48:24.000,Division Information Provided,5:48:24 PM,90494356
NYPD,New York City Police Department,Find a precinct or police service area (PSA) for a specific address.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:48:36.000,Find a Police Precinct or PSA by Location,5:48:36 PM,90494357
NYPD,New York City Police Department,"Tips about violent felonies, burglaries, and warrants in English.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:49:26.000,Crime Stopper Tip,5:49:26 PM,90494358
DOB,Department of Buildings,Report an open vacant building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:49:44.000,Vacant Building Complaint,5:49:44 PM,90494359
DOB,Department of Buildings,Report that part of any building is unstable or in danger of collapse.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:52:30.000,Unsafe Building Structure,5:52:30 PM,90494360
NYPD,New York City Police Department,Find a precinct or police service area (PSA) for a specific address.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:54:52.000,Find a Police Precinct or PSA by Location,5:54:52 PM,90494361
NYPD,New York City Police Department,Hidden service for activity coding.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T17:57:27.000,Division Transfer,5:57:27 PM,90494362
HRA,Human Resources Administration,Assistance for people who receive or have applied for Medicaid.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T18:00:22.000,Medicaid - Existing Applicant or Enrollee,6:00:22 PM,90494364
DOF,Department of Finance,Location of a vehicle that may have been towed. Must know license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T17:57:08.000,Find a Towed Vehicle - Plate Number Known,5:57:08 PM,90494365
NYPD,New York City Police Department,Find a precinct or police service area (PSA) for a specific address.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T18:00:11.000,Find a Police Precinct or PSA by Location,6:00:11 PM,90494366
NYPD,New York City Police Department,Hidden service for activity coding.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T18:01:45.000,Division Transfer,6:01:45 PM,90494367
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T19:05:43.000,Service Request Status - General,7:05:43 PM,90494368
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T17:58:11.000,Heat Complaint - Residential Building - Inadequate Heat,5:58:11 PM,90494369
DSNY,Department of Sanitation,Report of someone leaving unwanted advertisements on your property.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:58:21.000,"Unsolicited Advertisement Distribution - 1,2,3 Family Property Owners",5:58:21 PM,90494370
DSNY,Department of Sanitation,Report of signs or stickers posted on public or private property.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T18:01:49.000,Postering or Stickering Complaint,6:01:49 PM,90494371
DEP,Department of Environmental Protection,Report a water leak on a street or sidewalk.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T18:01:51.000,Water Leak on Street or Sidewalk,6:01:51 PM,90494372
DOT,Department of Transportation,Report a credit or debit card that is stuck in a parking meter.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T18:04:36.000,Credit Card Stuck in Muni-Meter,6:04:36 PM,90494373
DOT,Department of Transportation,Request a form to report a missing or stolen Parking Permit for People with Disabilities.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:58:07.000,Parking Permit - Disability - Lost or Stolen,5:58:07 PM,90494374
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T17:58:19.000,Heat Complaint - Residential Building - Inadequate Heat,5:58:19 PM,90494375
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T18:07:01.000,Heat Complaint - Residential Building - Inadequate Heat,6:07:01 PM,90494377
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T18:11:04.000,Heat Complaint - Residential Building - Inadequate Heat,6:11:04 PM,90494378
HRA,Human Resources Administration,Assistance for people who receive or have applied for Medicaid.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T18:00:40.000,Medicaid - Existing Applicant or Enrollee,6:00:40 PM,90494379
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:33:09.000,Heat Complaint - Residential Building - Inadequate Heat,9:33:09 PM,90494380
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:33:58.000,No Hot Water Complaint - Residential Building - From Tenant,9:33:58 PM,90494381
NYPD,New York City Police Department,Report a noisy neighbor.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T21:38:29.000,Noise from Neighbor,9:38:29 PM,90494382
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:43:31.000,Heat Complaint - Residential Building - Inadequate Heat,9:43:31 PM,90494383
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:44:58.000,No Hot Water Complaint - Residential Building - From Tenant,9:44:58 PM,90494384
DOE,Department of Education,Yellow school bus service is operating on a normal schedule.,Alert Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:52:07.000,School Bus Strike,9:52:07 PM,90494385
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:53:12.000,Heat Complaint - Residential Building - Inadequate Heat,9:53:12 PM,90494386
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:58:30.000,Heat Complaint - Residential Building - Inadequate Heat,9:58:30 PM,90494387
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T22:02:20.000,Service Request Status - General,10:02:20 PM,90494388
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:07:48.000,No Hot Water Complaint - Residential Building - From Tenant,10:07:48 PM,90494389
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:10:03.000,Heat Complaint - Residential Building - Inadequate Heat,10:10:03 PM,90494390
DOE,Department of Education,Yellow school bus service is operating on a normal schedule.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:53:56.000,School Bus Strike,9:53:56 PM,90494391
3-1-1,3-1-1 Call Center,"Opinions and suggestions for the Mayor, including those about City government processes.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:59:51.000,Comment for the Mayor,9:59:51 PM,90494392
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:06:04.000,Heat Complaint - Residential Building - Inadequate Heat,10:06:04 PM,90494393
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:12:48.000,Heat Complaint - Residential Building - Inadequate Heat,10:12:48 PM,90494394
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:13:32.000,No Hot Water Complaint - Residential Building - From Tenant,10:13:32 PM,90494395
